country,year,S,E,H,R
ISR,2011,4.040975366453182,8.665304281292022,7.017383084886909,1.6077537058152789
ISR,2012,4.03636382825199,8.663927629309642,7.033326094320379,1.6191562143671607
ISR,2013,3.8096633335582544,8.567427574571774,7.153465850965227,1.6419612314709244
ISR,2014,3.7705146650939465,8.56463046804394,7.104995671738919,1.6419612314709244
ISR,2015,3.7255043467969515,8.563164915365897,7.130394308507988,1.6533637400228045
ISR,2016,3.5726994386190523,8.519010534855063,7.152181387336939,1.6647662485746864
ISR,2017,3.4375021085869997,8.422170676963926,7.241020280750477,1.7559863169897376
ISR,2018,3.458498018995608,8.396542070821889,7.298092603435116,1.7559863169897376
ISR,2019,3.4153673151832535,8.416601070359235,7.342037844357221,1.7559863169897376
ISR,2020,3.5100534580487603,8.487582018778943,7.559580230532414,1.5393386545039913
ISR,2021,3.385576750870048,8.496426940296153,7.358802558239283,1.5507411630558714
ISR,2022,3.368275744178449,8.527551623423644,7.347108768777537,1.4595210946408201
IRN,2000,4.700233029536882,3.4804401230714284,6.042091762040667,6.830102622576967
IRN,2001,4.830393429073973,3.335259513225984,6.140723022738901,6.864310148232611
IRN,2002,4.762677525710358,3.327036078689854,6.384672835696946,6.864310148232611
IRN,2003,4.626939604948532,3.30510625412845,6.302294337988569,6.864310148232611
IRN,2004,4.594277074262695,3.1845611628717743,6.423089436857079,7.080957810718358
IRN,2005,4.771781256514432,2.5290121347937333,6.379705618839651,8.095781071835804
IRN,2006,4.8237709761970775,2.4718726395132435,6.507275411595036,8.30102622576967
IRN,2007,4.595916934237437,2.4774004325033863,6.662151665242017,8.346636259977195
IRN,2008,4.625725074965716,2.4540929210216804,6.438245549102066,8.358038768529077
IRN,2009,4.679991311682413,2.3759714979130147,6.4433728503326195,8.55188141391106
IRN,2010,4.403900460487283,2.242221139725089,6.417626428383791,8.905359179019385
IRN,2011,3.9820816605347655,2.25041781428748,6.337190292893678,8.916761687571265
